participant_id,package_id,blind_exercise_id,exercise_id,source_type,topic,difficulty,exercise_type,item_order,task_goal_clarity,key_support,course_relevance,learning_help,info_load,search_effort,active_engagement,mental_effort,item_mean_score,usability_mean_score,cognitive_load_mean_score,engagement_score,open_comment,open_comment_present,item_saved_at,overall_usefulness,overall_ease,continued_use_intention,overall_quality,batch_acceptance_mean,final_comment,final_comment_present,rating_time_seconds,batch_saved_at,consent,study_stage,programming_background,python_familiarity,framework_familiarity,dl_course_taken,familiar_topics,familiar_topics_count,started_at,submitted_at,response_duration_seconds,attention_check_score,attention_check_passed,participant_straightline_flag,participant_fast_flag_under_180s,auto_flesch_reading_ease,auto_flesch_kincaid_grade,auto_instruction_completeness_ratio,auto_technical_term_density_instruction,auto_avg_sentence_length,auto_structure_completeness_ratio,auto_structure_score_weighted,auto_starter_code_mccabe_max,auto_starter_code_mi,pair_id,pair_tfidf_cosine_full_text,pair_tfidf_cosine_instruction_only,pair_bertscore_f1_instruction_only,pair_rougeL_f1_instruction_only,pair_meteor_instruction_only,pair_topic_coherence_score_ai,pair_topic_coherence_score_reference
S022,STUDENT-P04,B0031,UVA-02,Expert,Transformer,intermediate-advanced,code completion,5,3,3,3,3,3,3,3,3,3,3,3,3,,False,2026-03-18 11:26:43.832457+00,4,4,4,3,3.75,,False,356.19,2026-03-18 11:27:06.755250+00,是,本科高年级,学过机器学习或深度学习基础,比较熟悉,一般,是,CNN,1,2026-03-18 11:21:10.835794+00,2026-03-18 11:27:07.028486+00,356.1927,4,True,False,False,-6.1687,21.6554,0.8333,0.0217,30.6667,0.875,0.8778,4,63.1297,PAIR-CURATED-UVA-02,,,,,,,
S024,STUDENT-P06,B0023,MIT-02,Expert,CNN,beginner-intermediate,model building,1,3,4,3,4,4,3,4,4,3.125,3.5,3.6667,4,,False,2026-03-18 11:04:12.873787+00,4,3,3,4,3.5,,False,359.9,2026-03-18 11:08:36.617102+00,是,本科低年级,几乎没有编程基础,不太熟悉,一般,否,都不太熟悉,1,2026-03-18 11:02:36.944757+00,2026-03-18 11:08:36.843870+00,359.8991,4,True,False,False,39.1289,12.5218,0.6667,0,28.5,0.875,0.8778,nan,nan,PAIR-CURATED-MIT-02,,,,,,,
S024,STUDENT-P06,B0021,AI-CURATED-OPT-04,AI,Optimization,intermediate,model revision,2,4,4,4,3,3,4,3,4,3.125,3.75,3.6667,3,,False,2026-03-18 11:05:30.818088+00,4,3,3,4,3.5,,False,359.9,2026-03-18 11:08:36.617102+00,是,本科低年级,几乎没有编程基础,不太熟悉,一般,否,都不太熟悉,1,2026-03-18 11:02:36.944757+00,2026-03-18 11:08:36.843870+00,359.8991,4,True,False,False,35.5604,11.3426,1,0.0306,16.3333,0.875,0.8667,nan,100,PAIR-CURATED-OPT-04,0.4326,0.2334,0.852,0.1975,0.3307,0.5,0.3
S024,STUDENT-P06,B0017,AI-CURATED-RNN-01,AI,RNN,intermediate,code completion,3,3,3,3,3,4,4,3,4,2.625,3,4,3,,False,2026-03-18 11:06:48.337712+00,4,3,3,4,3.5,,False,359.9,2026-03-18 11:08:36.617102+00,是,本科低年级,几乎没有编程基础,不太熟悉,一般,否,都不太熟悉,1,2026-03-18 11:02:36.944757+00,2026-03-18 11:08:36.843870+00,359.8991,4,True,False,False,49.0598,11.0745,1,0.013,19.25,0.875,0.8667,2,97.0667,PAIR-CURATED-RNN-01,0.3674,0.304,0.8282,0.2323,0.3104,0.2,0.3
S024,STUDENT-P06,B0030,KER-02,Expert,RNN,intermediate,model building,4,4,4,4,2,4,4,4,4,3,3.5,4,4,题目不算完全看不懂，但需要更多引导。,True,2026-03-18 11:08:09.091285+00,4,3,3,4,3.5,,False,359.9,2026-03-18 11:08:36.617102+00,是,本科低年级,几乎没有编程基础,不太熟悉,一般,否,都不太熟悉,1,2026-03-18 11:02:36.944757+00,2026-03-18 11:08:36.843870+00,359.8991,4,True,False,False,37.1494,12.6736,0.6667,0.0541,18.5,0.875,0.8778,nan,100,PAIR-CURATED-KER-02,,,,,,,
S025,STUDENT-P01,B0044,AI-CURATED-CNN-01,AI,CNN,intermediate,code completion,1,3,3,3,3,4,3,3,4,2.75,3,3.6667,3,,False,2026-03-18 06:14:29.547054+00,3,4,3,4,3.5,,False,341.52,2026-03-18 06:18:35.429079+00,是,本科高年级,几乎没有编程基础,一般,不太熟悉,是,CNN,1,2026-03-18 06:12:54.355504+00,2026-03-18 06:18:35.877102+00,341.5216,4,True,False,False,48.515,10.0414,0.8333,0.0481,20.8,0.875,0.8667,1,65.2344,PAIR-CURATED-CNN-01,0.4925,0.1642,0.8249,0.1257,0.1904,0.5,0.3
S025,STUDENT-P01,B0016,OPT-05,Expert,Optimization,intermediate,model revision,2,3,4,3,3,4,3,3,4,2.875,3.25,3.6667,3,题目不算完全看不懂，但需要更多引导。,True,2026-03-18 06:15:42.271471+00,3,4,3,4,3.5,,False,341.52,2026-03-18 06:18:35.429079+00,是,本科高年级,几乎没有编程基础,一般,不太熟悉,是,CNN,1,2026-03-18 06:12:54.355504+00,2026-03-18 06:18:35.877102+00,341.5216,4,True,False,False,48.0321,9.4167,0.6667,0,16.3333,0.875,0.8778,nan,100,PAIR-CURATED-OPT-05,,,,,,,
S025,STUDENT-P01,B0002,AI-CURATED-KER-04,AI,RNN,intermediate,model building,3,4,4,4,3,4,3,3,4,3.125,3.75,3.6667,3,希望把关键要求再拆得更清楚一些。,True,2026-03-18 06:16:54.374797+00,3,4,3,4,3.5,,False,341.52,2026-03-18 06:18:35.429079+00,是,本科高年级,几乎没有编程基础,一般,不太熟悉,是,CNN,1,2026-03-18 06:12:54.355504+00,2026-03-18 06:18:35.877102+00,341.5216,4,True,False,False,36.5721,12.9198,1,0.0435,28.75,0.875,0.8667,4,86.8638,PAIR-CURATED-KER-04,0.4234,0.3015,0.8692,0.3956,0.4544,0.6,0.4
S025,STUDENT-P01,B0046,TRF-01,Expert,Transformer,intermediate-advanced,code completion,4,3,3,4,3,4,4,3,4,2.75,3.25,4,3,我有点不知道从哪里开始，如果有更明确的起点会更好。,True,2026-03-18 06:18:15.638048+00,3,4,3,4,3.5,,False,341.52,2026-03-18 06:18:35.429079+00,是,本科高年级,几乎没有编程基础,一般,不太熟悉,是,CNN,1,2026-03-18 06:12:54.355504+00,2026-03-18 06:18:35.877102+00,341.5216,4,True,False,False,49.8278,9.7252,0.8333,0,14.25,1,1,3,77.6326,PAIR-CURATED-TRF-01,,,,,,,
S027,STUDENT-P03,B0041,KER-01,Expert,CNN,beginner,model building,1,4,4,4,4,3,3,5,3,3.75,4,3,5,,False,2026-03-18 05:03:02.478844+00,3,4,3,5,3.75,,False,361.27,2026-03-18 05:07:38.731073+00,是,本科高年级,学过基础编程,比较熟悉,非常不熟悉,是,CNN; Transformer,2,2026-03-18 05:01:37.640584+00,2026-03-18 05:07:38.912255+00,361.2717,4,True,False,False,44.83,11.975,0.6667,0,19.5,0.875,0.8778,nan,100,PAIR-CURATED-KER-01,,,,,,,
S027,STUDENT-P03,B0036,AI-CURATED-OPT-02,AI,Optimization,beginner-intermediate,training-analysis,2,4,4,4,3,3,3,4,4,3.375,3.75,3.3333,4,,False,2026-03-18 05:04:08.606674+00,3,4,3,5,3.75,,False,361.27,2026-03-18 05:07:38.731073+00,是,本科高年级,学过基础编程,比较熟悉,非常不熟悉,是,CNN; Transformer,2,2026-03-18 05:01:37.640584+00,2026-03-18 05:07:38.912255+00,361.2717,4,True,False,False,38.7333,12.5355,1,0.0092,27.25,0.875,0.8667,1,79.6363,PAIR-CURATED-OPT-02,0.3187,0.1742,0.852,0.1624,0.1849,0.5,0.1
S027,STUDENT-P03,B0011,AI-CURATED-RNN-02,AI,RNN,intermediate,model building,3,4,4,4,3,4,4,4,4,3.125,3.75,4,4,相关信息比较多，阅读时需要来回找重点。,True,2026-03-18 05:05:26.063800+00,3,4,3,5,3.75,,False,361.27,2026-03-18 05:07:38.731073+00,是,本科高年级,学过基础编程,比较熟悉,非常不熟悉,是,CNN; Transformer,2,2026-03-18 05:01:37.640584+00,2026-03-18 05:07:38.912255+00,361.2717,4,True,False,False,44.1412,10.9117,1,0.022,15.1667,0.875,0.8667,2,100,PAIR-CURATED-RNN-02,0.3337,0.2098,0.8215,0.1791,0.1372,0.4,0.2
S027,STUDENT-P03,B0025,MIT-01,Expert,RNN,intermediate,code completion,4,4,3,4,2,4,4,4,3,3,3.25,3.6667,4,相关信息比较多，阅读时需要来回找重点。,True,2026-03-18 05:06:30.556315+00,3,4,3,5,3.75,,False,361.27,2026-03-18 05:07:38.731073+00,是,本科高年级,学过基础编程,比较熟悉,非常不熟悉,是,CNN; Transformer,2,2026-03-18 05:01:37.640584+00,2026-03-18 05:07:38.912255+00,361.2717,4,True,False,False,57.3574,8.9027,0.6667,0.0435,15.3333,0.875,0.8778,3,90.1552,PAIR-CURATED-MIT-01,,,,,,,
S027,STUDENT-P03,B0019,AI-CURATED-UVA-02,AI,Transformer,intermediate-advanced,code completion,5,4,4,4,3,3,3,4,3,3.5,3.75,3,4,,False,2026-03-18 05:07:23.669717+00,3,4,3,5,3.75,,False,361.27,2026-03-18 05:07:38.731073+00,是,本科高年级,学过基础编程,比较熟悉,非常不熟悉,是,CNN; Transformer,2,2026-03-18 05:01:37.640584+00,2026-03-18 05:07:38.912255+00,361.2717,4,True,False,False,42.7863,12.6948,1,0.0455,29.3333,0.875,0.8667,1,100,PAIR-CURATED-UVA-02,0.4362,0.2357,0.8355,0.2312,0.2193,0.6,0.4
S028,STUDENT-P04,B0042,AI-CURATED-KER-01,AI,CNN,beginner,model building,1,4,4,4,5,4,3,5,4,3.625,4.25,3.6667,5,信息有点多，最好再给一步步提示。,True,2026-03-18 03:53:56.713649+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,390.22,2026-03-18 03:58:43.596388+00,是,本科高年级,几乎没有编程基础,比较熟悉,一般,是,RNN / LSTM,1,2026-03-18 03:52:13.878318+00,2026-03-18 03:58:44.100442+00,390.2221,4,True,False,False,35.1528,12.7285,1,0,17.2,0.875,0.8667,1,95.51,PAIR-CURATED-KER-01,0.4889,0.2629,0.8897,0.3077,0.448,0.2,0
S028,STUDENT-P04,B0022,OPT-02,Expert,Optimization,beginner-intermediate,training-analysis,2,3,3,3,3,4,3,3,4,2.75,3,3.6667,3,题目不算完全看不懂，但需要更多引导。,True,2026-03-18 03:55:05.736893+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,390.22,2026-03-18 03:58:43.596388+00,是,本科高年级,几乎没有编程基础,比较熟悉,一般,是,RNN / LSTM,1,2026-03-18 03:52:13.878318+00,2026-03-18 03:58:44.100442+00,390.2221,4,True,False,False,59.7676,8.1111,0.8333,0,12.5,0.875,0.8778,2,76.5547,PAIR-CURATED-OPT-02,,,,,,,
S028,STUDENT-P04,B0005,AI-CURATED-MIT-01,AI,RNN,intermediate,code completion,3,4,3,3,3,3,3,3,3,3.125,3.25,3,3,,False,2026-03-18 03:55:58.559045+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,390.22,2026-03-18 03:58:43.596388+00,是,本科高年级,几乎没有编程基础,比较熟悉,一般,是,RNN / LSTM,1,2026-03-18 03:52:13.878318+00,2026-03-18 03:58:44.100442+00,390.2221,4,True,False,False,54.9211,9.9464,0.8333,0.0714,17.5,0.875,0.8667,2,92.1671,PAIR-CURATED-MIT-01,0.3929,0.2125,0.845,0.1695,0.1756,0.7,0.5
S028,STUDENT-P04,B0033,RNN-02,Expert,RNN,intermediate,model building,4,3,3,3,3,4,3,3,4,2.75,3,3.6667,3,,False,2026-03-18 03:57:04.223629+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,390.22,2026-03-18 03:58:43.596388+00,是,本科高年级,几乎没有编程基础,比较熟悉,一般,是,RNN / LSTM,1,2026-03-18 03:52:13.878318+00,2026-03-18 03:58:44.100442+00,390.2221,4,True,False,False,50.623,9.699,0.8333,0.0125,16,1,1,nan,nan,PAIR-CURATED-RNN-02,,,,,,,
S028,STUDENT-P04,B0031,UVA-02,Expert,Transformer,intermediate-advanced,code completion,5,3,3,3,3,4,4,3,4,2.625,3,4,3,,False,2026-03-18 03:58:17.678916+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,390.22,2026-03-18 03:58:43.596388+00,是,本科高年级,几乎没有编程基础,比较熟悉,一般,是,RNN / LSTM,1,2026-03-18 03:52:13.878318+00,2026-03-18 03:58:44.100442+00,390.2221,4,True,False,False,-6.1687,21.6554,0.8333,0.0217,30.6667,0.875,0.8778,4,63.1297,PAIR-CURATED-UVA-02,,,,,,,
S030,STUDENT-P06,B0023,MIT-02,Expert,CNN,beginner-intermediate,model building,1,3,3,3,3,3,3,3,4,2.875,3,3.3333,3,,False,2026-03-18 05:31:53.621325+00,4,3,3,4,3.5,练习题整体不差，但教学引导还可以再加强。,True,131.13,2026-03-18 05:32:49.378599+00,是,硕士研究生,有较多相关课程或项目经验,非常熟悉,一般,是,RNN / LSTM; Transformer; 优化与训练分析,3,2026-03-18 05:30:38.313888+00,2026-03-18 05:32:49.447384+00,131.1335,5,False,False,True,39.1289,12.5218,0.6667,0,28.5,0.875,0.8778,nan,nan,PAIR-CURATED-MIT-02,,,,,,,
S030,STUDENT-P06,B0021,AI-CURATED-OPT-04,AI,Optimization,intermediate,model revision,2,3,3,3,4,3,3,3,3,3.125,3.25,3,3,,False,2026-03-18 05:32:07.880722+00,4,3,3,4,3.5,练习题整体不差，但教学引导还可以再加强。,True,131.13,2026-03-18 05:32:49.378599+00,是,硕士研究生,有较多相关课程或项目经验,非常熟悉,一般,是,RNN / LSTM; Transformer; 优化与训练分析,3,2026-03-18 05:30:38.313888+00,2026-03-18 05:32:49.447384+00,131.1335,5,False,False,True,35.5604,11.3426,1,0.0306,16.3333,0.875,0.8667,nan,100,PAIR-CURATED-OPT-04,0.4326,0.2334,0.852,0.1975,0.3307,0.5,0.3
S030,STUDENT-P06,B0017,AI-CURATED-RNN-01,AI,RNN,intermediate,code completion,3,4,3,3,3,3,3,3,3,3.125,3.25,3,3,,False,2026-03-18 05:32:22.379535+00,4,3,3,4,3.5,练习题整体不差，但教学引导还可以再加强。,True,131.13,2026-03-18 05:32:49.378599+00,是,硕士研究生,有较多相关课程或项目经验,非常熟悉,一般,是,RNN / LSTM; Transformer; 优化与训练分析,3,2026-03-18 05:30:38.313888+00,2026-03-18 05:32:49.447384+00,131.1335,5,False,False,True,49.0598,11.0745,1,0.013,19.25,0.875,0.8667,2,97.0667,PAIR-CURATED-RNN-01,0.3674,0.304,0.8282,0.2323,0.3104,0.2,0.3
S030,STUDENT-P06,B0030,KER-02,Expert,RNN,intermediate,model building,4,3,3,3,3,3,2,3,3,3.125,3,2.6667,3,,False,2026-03-18 05:32:34.623866+00,4,3,3,4,3.5,练习题整体不差，但教学引导还可以再加强。,True,131.13,2026-03-18 05:32:49.378599+00,是,硕士研究生,有较多相关课程或项目经验,非常熟悉,一般,是,RNN / LSTM; Transformer; 优化与训练分析,3,2026-03-18 05:30:38.313888+00,2026-03-18 05:32:49.447384+00,131.1335,5,False,False,True,37.1494,12.6736,0.6667,0.0541,18.5,0.875,0.8778,nan,100,PAIR-CURATED-KER-02,,,,,,,
S032,STUDENT-P02,B0028,CNN-01,Expert,CNN,intermediate,code completion,1,3,4,3,4,3,3,4,4,3.25,3.5,3.3333,4,,False,2026-03-18 03:40:51.630467+00,4,3,3,4,3.5,我会继续做，但希望题目能给更明确的起步说明。,True,352.32,2026-03-18 03:44:44.622071+00,是,本科低年级,几乎没有编程基础,一般,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-18 03:38:52.836608+00,2026-03-18 03:44:45.161508+00,352.3249,4,True,False,False,52.1162,8.8719,1,0.0164,15.25,0.875,0.8778,1,100,PAIR-CURATED-CNN-01,,,,,,,
S032,STUDENT-P02,B0008,AI-CURATED-OPT-05,AI,Optimization,intermediate,model revision,2,3,3,3,3,4,3,3,3,2.875,3,3.3333,3,,False,2026-03-18 03:41:53.646246+00,4,3,3,4,3.5,我会继续做，但希望题目能给更明确的起步说明。,True,352.32,2026-03-18 03:44:44.622071+00,是,本科低年级,几乎没有编程基础,一般,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-18 03:38:52.836608+00,2026-03-18 03:44:45.161508+00,352.3249,4,True,False,False,32.7254,12.6696,1,0.009,18.5,0.875,0.8667,nan,100,PAIR-CURATED-OPT-05,0.4367,0.2269,0.8438,0.1775,0.2434,0.2,0.1
S032,STUDENT-P02,B0024,KER-04,Expert,RNN,intermediate,model building,3,4,4,4,4,3,3,4,3,3.625,4,3,4,,False,2026-03-18 03:42:55.427769+00,4,3,3,4,3.5,我会继续做，但希望题目能给更明确的起步说明。,True,352.32,2026-03-18 03:44:44.622071+00,是,本科低年级,几乎没有编程基础,一般,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-18 03:38:52.836608+00,2026-03-18 03:44:45.161508+00,352.3249,4,True,False,False,37.4848,12.5855,0.6667,0.0545,18.3333,0.875,0.8778,nan,100,PAIR-CURATED-KER-04,,,,,,,
S032,STUDENT-P02,B0013,AI-CURATED-TRF-01,AI,Transformer,intermediate-advanced,code completion,4,4,3,4,4,4,4,4,4,3.125,3.75,4,4,,False,2026-03-18 03:44:21.677819+00,4,3,3,4,3.5,我会继续做，但希望题目能给更明确的起步说明。,True,352.32,2026-03-18 03:44:44.622071+00,是,本科低年级,几乎没有编程基础,一般,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-18 03:38:52.836608+00,2026-03-18 03:44:45.161508+00,352.3249,4,True,False,False,48.3119,10.1478,1,0.0541,18.5,0.875,0.8667,3,88.7743,PAIR-CURATED-TRF-01,0.2326,0.1635,0.8359,0.1143,0.1618,0.5,0.2
S035,STUDENT-P05,B0014,AI-CURATED-MIT-02,AI,CNN,beginner-intermediate,model building,1,3,3,3,4,3,3,3,4,3,3.25,3.3333,3,,False,2026-03-18 09:08:56.240322+00,3,3,4,3,3.25,,False,401.38,2026-03-18 09:13:26.973795+00,是,本科高年级,几乎没有编程基础,一般,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-18 09:06:46.081046+00,2026-03-18 09:13:27.462085+00,401.381,4,True,False,False,56.4903,8.2121,1,0.0288,17.3333,0.875,0.8667,1,100,PAIR-CURATED-MIT-02,0.3945,0.2179,0.8423,0.1739,0.2639,0.5,0.2
S035,STUDENT-P05,B0020,OPT-04,Expert,Optimization,intermediate,model revision,2,3,4,4,3,3,3,4,3,3.375,3.5,3,4,,False,2026-03-18 09:10:03.514839+00,3,3,4,3,3.25,,False,401.38,2026-03-18 09:13:26.973795+00,是,本科高年级,几乎没有编程基础,一般,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-18 09:06:46.081046+00,2026-03-18 09:13:27.462085+00,401.381,4,True,False,False,24.5097,13.8984,0.6667,0.02,16.6667,0.875,0.8778,nan,100,PAIR-CURATED-OPT-04,,,,,,,
S035,STUDENT-P05,B0038,RNN-01,Expert,RNN,intermediate,code completion,3,3,4,3,3,3,3,4,4,3.125,3.25,3.3333,4,,False,2026-03-18 09:11:26.780530+00,3,3,4,3,3.25,,False,401.38,2026-03-18 09:13:26.973795+00,是,本科高年级,几乎没有编程基础,一般,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-18 09:06:46.081046+00,2026-03-18 09:13:27.462085+00,401.381,4,True,False,False,61.6874,9.7894,0.6667,0.0323,20.6667,0.875,0.8778,7,77.9397,PAIR-CURATED-RNN-01,,,,,,,
S035,STUDENT-P05,B0043,AI-CURATED-KER-02,AI,RNN,intermediate,model building,4,4,4,4,3,3,4,4,4,3.25,3.75,3.6667,4,,False,2026-03-18 09:13:00.528582+00,3,3,4,3,3.25,,False,401.38,2026-03-18 09:13:26.973795+00,是,本科高年级,几乎没有编程基础,一般,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-18 09:06:46.081046+00,2026-03-18 09:13:27.462085+00,401.381,4,True,False,False,44.97,10.7133,1,0.0339,14.75,0.875,0.8667,nan,100,PAIR-CURATED-KER-02,0.4911,0.2712,0.9066,0.3469,0.4759,0.4,0.4
S038,STUDENT-P02,B0028,CNN-01,Expert,CNN,intermediate,code completion,1,3,3,4,3,3,3,4,3,3.25,3.25,3,4,,False,2026-03-19 09:16:01.596478+00,3,4,3,4,3.5,,False,224.1,2026-03-19 09:18:34.535334+00,是,本科高年级,有较多相关课程或项目经验,一般,非常熟悉,是,CNN; RNN / LSTM,2,2026-03-19 09:14:50.819647+00,2026-03-19 09:18:34.919423+00,224.0998,4,True,False,False,52.1162,8.8719,1,0.0164,15.25,0.875,0.8778,1,100,PAIR-CURATED-CNN-01,,,,,,,
S038,STUDENT-P02,B0008,AI-CURATED-OPT-05,AI,Optimization,intermediate,model revision,2,4,3,3,3,3,4,3,3,3,3.25,3.3333,3,,False,2026-03-19 09:16:51.726375+00,3,4,3,4,3.5,,False,224.1,2026-03-19 09:18:34.535334+00,是,本科高年级,有较多相关课程或项目经验,一般,非常熟悉,是,CNN; RNN / LSTM,2,2026-03-19 09:14:50.819647+00,2026-03-19 09:18:34.919423+00,224.0998,4,True,False,False,32.7254,12.6696,1,0.009,18.5,0.875,0.8667,nan,100,PAIR-CURATED-OPT-05,0.4367,0.2269,0.8438,0.1775,0.2434,0.2,0.1
S038,STUDENT-P02,B0024,KER-04,Expert,RNN,intermediate,model building,3,4,3,4,3,3,3,4,3,3.375,3.5,3,4,,False,2026-03-19 09:17:34.993299+00,3,4,3,4,3.5,,False,224.1,2026-03-19 09:18:34.535334+00,是,本科高年级,有较多相关课程或项目经验,一般,非常熟悉,是,CNN; RNN / LSTM,2,2026-03-19 09:14:50.819647+00,2026-03-19 09:18:34.919423+00,224.0998,4,True,False,False,37.4848,12.5855,0.6667,0.0545,18.3333,0.875,0.8778,nan,100,PAIR-CURATED-KER-04,,,,,,,
S038,STUDENT-P02,B0013,AI-CURATED-TRF-01,AI,Transformer,intermediate-advanced,code completion,4,4,4,4,4,3,3,4,3,3.625,4,3,4,,False,2026-03-19 09:18:18.637602+00,3,4,3,4,3.5,,False,224.1,2026-03-19 09:18:34.535334+00,是,本科高年级,有较多相关课程或项目经验,一般,非常熟悉,是,CNN; RNN / LSTM,2,2026-03-19 09:14:50.819647+00,2026-03-19 09:18:34.919423+00,224.0998,4,True,False,False,48.3119,10.1478,1,0.0541,18.5,0.875,0.8667,3,88.7743,PAIR-CURATED-TRF-01,0.2326,0.1635,0.8359,0.1143,0.1618,0.5,0.2
S039,STUDENT-P03,B0041,KER-01,Expert,CNN,beginner,model building,1,3,3,3,4,3,3,4,4,3.125,3.25,3.3333,4,,False,2026-03-19 02:35:54.497997+00,3,3,3,4,3.25,,False,390.31,2026-03-19 02:40:51.377847+00,是,博士研究生,学过机器学习或深度学习基础,非常熟悉,比较熟悉,是,Transformer,1,2026-03-19 02:34:21.125513+00,2026-03-19 02:40:51.435190+00,390.3097,4,True,False,False,44.83,11.975,0.6667,0,19.5,0.875,0.8778,nan,100,PAIR-CURATED-KER-01,,,,,,,
S039,STUDENT-P03,B0036,AI-CURATED-OPT-02,AI,Optimization,beginner-intermediate,training-analysis,2,4,4,4,4,4,3,4,4,3.375,4,3.6667,4,,False,2026-03-19 02:37:09.825125+00,3,3,3,4,3.25,,False,390.31,2026-03-19 02:40:51.377847+00,是,博士研究生,学过机器学习或深度学习基础,非常熟悉,比较熟悉,是,Transformer,1,2026-03-19 02:34:21.125513+00,2026-03-19 02:40:51.435190+00,390.3097,4,True,False,False,38.7333,12.5355,1,0.0092,27.25,0.875,0.8667,1,79.6363,PAIR-CURATED-OPT-02,0.3187,0.1742,0.852,0.1624,0.1849,0.5,0.1
S039,STUDENT-P03,B0011,AI-CURATED-RNN-02,AI,RNN,intermediate,model building,3,4,3,3,3,3,3,3,3,3.125,3.25,3,3,,False,2026-03-19 02:38:10.408754+00,3,3,3,4,3.25,,False,390.31,2026-03-19 02:40:51.377847+00,是,博士研究生,学过机器学习或深度学习基础,非常熟悉,比较熟悉,是,Transformer,1,2026-03-19 02:34:21.125513+00,2026-03-19 02:40:51.435190+00,390.3097,4,True,False,False,44.1412,10.9117,1,0.022,15.1667,0.875,0.8667,2,100,PAIR-CURATED-RNN-02,0.3337,0.2098,0.8215,0.1791,0.1372,0.4,0.2
S039,STUDENT-P03,B0025,MIT-01,Expert,RNN,intermediate,code completion,4,3,3,4,4,4,3,3,4,3,3.5,3.6667,3,,False,2026-03-19 02:39:25.525597+00,3,3,3,4,3.25,,False,390.31,2026-03-19 02:40:51.377847+00,是,博士研究生,学过机器学习或深度学习基础,非常熟悉,比较熟悉,是,Transformer,1,2026-03-19 02:34:21.125513+00,2026-03-19 02:40:51.435190+00,390.3097,4,True,False,False,57.3574,8.9027,0.6667,0.0435,15.3333,0.875,0.8778,3,90.1552,PAIR-CURATED-MIT-01,,,,,,,
S039,STUDENT-P03,B0019,AI-CURATED-UVA-02,AI,Transformer,intermediate-advanced,code completion,5,4,4,4,4,3,3,4,3,3.625,4,3,4,,False,2026-03-19 02:40:25.613117+00,3,3,3,4,3.25,,False,390.31,2026-03-19 02:40:51.377847+00,是,博士研究生,学过机器学习或深度学习基础,非常熟悉,比较熟悉,是,Transformer,1,2026-03-19 02:34:21.125513+00,2026-03-19 02:40:51.435190+00,390.3097,4,True,False,False,42.7863,12.6948,1,0.0455,29.3333,0.875,0.8667,1,100,PAIR-CURATED-UVA-02,0.4362,0.2357,0.8355,0.2312,0.2193,0.6,0.4
S040,STUDENT-P04,B0042,AI-CURATED-KER-01,AI,CNN,beginner,model building,1,3,3,3,3,3,3,3,4,2.875,3,3.3333,3,题目写得比较完整，但学习帮助感一般。,True,2026-03-19 05:44:18.452951+00,3,4,4,4,3.75,,False,309.64,2026-03-19 05:47:43.980781+00,是,本科低年级,学过基础编程,一般,一般,否,RNN / LSTM,1,2026-03-19 05:42:34.424073+00,2026-03-19 05:47:44.065647+00,309.6416,4,True,False,False,35.1528,12.7285,1,0,17.2,0.875,0.8667,1,95.51,PAIR-CURATED-KER-01,0.4889,0.2629,0.8897,0.3077,0.448,0.2,0
S040,STUDENT-P04,B0022,OPT-02,Expert,Optimization,beginner-intermediate,training-analysis,2,4,4,4,3,4,3,3,4,3.125,3.75,3.6667,3,,False,2026-03-19 05:45:04.353048+00,3,4,4,4,3.75,,False,309.64,2026-03-19 05:47:43.980781+00,是,本科低年级,学过基础编程,一般,一般,否,RNN / LSTM,1,2026-03-19 05:42:34.424073+00,2026-03-19 05:47:44.065647+00,309.6416,4,True,False,False,59.7676,8.1111,0.8333,0,12.5,0.875,0.8778,2,76.5547,PAIR-CURATED-OPT-02,,,,,,,
S040,STUDENT-P04,B0005,AI-CURATED-MIT-01,AI,RNN,intermediate,code completion,3,4,4,4,4,2,3,4,4,3.625,4,3,4,,False,2026-03-19 05:45:49.790053+00,3,4,4,4,3.75,,False,309.64,2026-03-19 05:47:43.980781+00,是,本科低年级,学过基础编程,一般,一般,否,RNN / LSTM,1,2026-03-19 05:42:34.424073+00,2026-03-19 05:47:44.065647+00,309.6416,4,True,False,False,54.9211,9.9464,0.8333,0.0714,17.5,0.875,0.8667,2,92.1671,PAIR-CURATED-MIT-01,0.3929,0.2125,0.845,0.1695,0.1756,0.7,0.5
